ID,SalaryPY,SalaryCY,BonusPY,BonusCY,Region,Title,Years,Reports,Review,Sector,Level,Career,Office,Floor,Retirement
783,391799,407559,312534,343590,UK,VP,9,29,Neutral,Automotive,VP,Senior,Shared,42,Ineligible
786,433491,489718,356222,390135,UK,VP,15,27,Positive,Pharma,VP,Senior,Shared,3,Ineligible
788,96665,97485,28247,25064,UK,Analyst,4,0,Positive,Automotive,Junior,Junior,Cubicle,42,Ineligible
789,128367,128789,73096,58205,UK,Associate,4,4,Neutral,Real Estate,Junior,Junior,Cubicle,14,Ineligible
798,3212573,4063948,9536155,12212886,UK,MD,22,340,Neutral,Pharma,Executive,Senior,Corner,38,Eligible
805,468056,536566,345871,387148,UK,VP,14,34,Neutral,CPG,VP,Senior,Shared,2,Ineligible
806,82207,83830,25131,25925,UK,Analyst,2,0,Positive,Retail,Junior,Junior,Cubicle,46,Ineligible
813,69871,77803,20080,22636,UK,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,2,Ineligible
815,79385,82994,19570,23584,UK,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,19,Ineligible
821,429314,485571,356860,380748,UK,VP,12,29,Positive,Retail,VP,Senior,Shared,12,Ineligible
823,135739,136637,67763,66943,UK,Associate,4,3,Positive,Aerospace,Junior,Junior,Cubicle,4,Ineligible
830,92584,96547,22536,26012,UK,Analyst,2,0,Positive,CPG,Junior,Junior,Cubicle,18,Ineligible
837,83382,90132,27788,22448,UK,Analyst,1,0,Positive,Tech,Junior,Junior,Cubicle,40,Ineligible
839,85498,91291,24274,30225,UK,Analyst,2,0,Positive,CPG,Junior,Junior,Cubicle,20,Ineligible
842,89743,97873,32089,30559,UK,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,28,Ineligible
843,82543,84395,22861,25690,UK,Analyst,1,0,Positive,Pharma,Junior,Junior,Cubicle,44,Ineligible
847,72836,74378,21207,22713,UK,Analyst,3,0,Negative,Industrials,Junior,Junior,Cubicle,22,Ineligible
859,81361,81301,21456,25851,UK,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,42,Ineligible
860,135013,141663,68465,68798,UK,Associate,4,3,Positive,Retail,Junior,Junior,Cubicle,43,Ineligible
863,124461,141158,63449,68917,UK,Associate,5,4,Neutral,Real Estate,Junior,Junior,Cubicle,21,Ineligible
864,84527,84450,26145,22160,UK,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,29,Ineligible
866,85519,94770,24340,30033,UK,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,28,Ineligible
867,488500,588150,399397,470196,UK,VP,14,35,Positive,Media,VP,Senior,Shared,41,Ineligible
868,85052,81788,26897,25794,UK,Analyst,2,0,Positive,Aerospace,Junior,Junior,Cubicle,28,Ineligible
872,114863,126519,57054,57502,UK,Associate,4,3,Neutral,Tech,Junior,Junior,Cubicle,26,Ineligible
885,83769,83290,30023,25903,UK,Analyst,1,0,Positive,Retail,Junior,Junior,Cubicle,39,Ineligible
887,98930,101625,26259,24590,UK,Analyst,3,0,Positive,Pharma,Junior,Junior,Cubicle,12,Ineligible
889,452283,484593,378060,391699,UK,VP,13,33,Neutral,Media,VP,Senior,Shared,41,Ineligible
890,94542,94424,27574,29496,UK,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,9,Ineligible
898,104679,113693,50792,59643,UK,Associate,4,2,Neutral,Aerospace,Junior,Junior,Cubicle,11,Ineligible
905,66570,72983,22014,18169,UK,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,41,Ineligible
907,92805,93334,26056,22538,UK,Analyst,2,0,Positive,Aerospace,Junior,Junior,Cubicle,4,Ineligible
914,67424,73035,20773,22854,UK,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,25,Ineligible
920,3207237,3936947,9450041,11827787,UK,MD,20,341,Neutral,Aerospace,Executive,Senior,Corner,40,Ineligible
929,76385,80846,19464,23009,UK,Analyst,2,0,Neutral,Industrials,Junior,Junior,Cubicle,14,Ineligible
930,156497,181732,82333,90405,UK,Associate,5,4,Positive,CPG,Junior,Junior,Cubicle,14,Ineligible
935,70349,79533,23031,22255,UK,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,12,Ineligible
939,448416,468166,361935,382324,UK,VP,11,34,Neutral,Tech,VP,Senior,Shared,24,Ineligible
944,87898,85745,27610,27912,UK,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,47,Ineligible
948,85323,92968,24336,25390,UK,Analyst,2,0,Positive,Aerospace,Junior,Junior,Cubicle,41,Ineligible
949,88964,104448,23269,31367,UK,Analyst,2,0,Positive,CPG,Junior,Junior,Cubicle,23,Ineligible
950,118309,130084,65439,65866,UK,Associate,4,3,Neutral,Industrials,Junior,Junior,Cubicle,32,Ineligible
954,72593,75304,18958,20300,UK,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,1,Ineligible
962,74863,83901,21060,25341,UK,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,17,Ineligible
963,71143,74476,22457,24537,UK,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,18,Ineligible
967,65674,72772,18638,20635,UK,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,37,Ineligible
969,145842,167433,61825,80214,UK,Associate,7,2,Positive,Real Estate,Junior,Junior,Cubicle,46,Ineligible
973,76199,71421,25330,23305,UK,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,2,Ineligible
977,137769,143988,68535,62351,UK,Associate,4,3,Positive,Aerospace,Junior,Junior,Cubicle,28,Ineligible
979,75212,75725,23447,25588,UK,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,42,Ineligible
984,144359,151773,74605,73552,UK,Associate,6,2,Positive,Automotive,Junior,Junior,Cubicle,39,Ineligible
986,70028,75871,21301,20573,UK,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,28,Ineligible
988,95583,101809,26841,29333,UK,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,6,Ineligible
