ID,SalaryPY,SalaryCY,BonusPY,BonusCY,Region,Title,Years,Reports,Review,Sector,Level,Career,Office,Floor,Retirement
195,85502,83620,25445,24877,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,3,Ineligible
200,446056,490888,338381,392845,North America,VP,13,30,Positive,Real Estate,VP,Senior,Shared,30,Ineligible
201,432171,543574,349265,435985,North America,VP,11,30,Positive,CPG,VP,Senior,Shared,20,Ineligible
206,81034,85258,24692,27768,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,28,Ineligible
210,438542,500767,351871,390856,North America,VP,12,30,Positive,Aerospace,VP,Senior,Shared,25,Ineligible
215,83128,86597,28112,19829,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,5,Ineligible
218,76955,90556,22851,31301,North America,Analyst,2,0,Neutral,Aerospace,Junior,Junior,Cubicle,12,Ineligible
219,3567453,4583332,10667388,13681524,North America,MD,20,383,Neutral,Aerospace,Executive,Senior,Corner,2,Ineligible
222,77575,84519,23083,26434,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,46,Ineligible
223,3162222,4289579,9455715,12694028,North America,MD,18,335,Positive,Media,Executive,Senior,Corner,8,Ineligible
228,142875,169562,69200,81562,North America,Associate,4,4,Positive,Real Estate,Junior,Junior,Cubicle,43,Ineligible
231,94629,93700,33382,25825,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,27,Ineligible
234,78519,81145,23492,26272,North America,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,9,Ineligible
242,149903,166411,76336,85406,North America,Associate,6,3,Positive,Pharma,Junior,Junior,Cubicle,38,Ineligible
244,82897,90367,26900,29186,North America,Analyst,2,0,Neutral,Industrials,Junior,Junior,Cubicle,20,Ineligible
246,461422,510844,361402,427872,North America,VP,14,33,Negative,Automotive,VP,Senior,Shared,10,Ineligible
247,101212,106358,31998,34108,North America,Analyst,3,0,Positive,Law,Junior,Junior,Cubicle,6,Ineligible
249,67685,72153,18061,17660,North America,Analyst,1,0,Neutral,CPG,Junior,Junior,Cubicle,31,Ineligible
255,87031,91164,25067,25423,North America,Analyst,3,0,Neutral,Automotive,Junior,Junior,Cubicle,16,Ineligible
258,124256,139720,55346,74444,North America,Associate,5,3,Negative,Aerospace,Junior,Junior,Cubicle,36,Ineligible
263,90985,95231,27940,29216,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,36,Ineligible
269,80269,85011,26227,28592,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,11,Ineligible
275,431746,491001,324021,402256,North America,VP,10,32,Neutral,Retail,VP,Senior,Shared,15,Ineligible
276,471920,510045,362739,416882,North America,VP,14,34,Neutral,Tech,VP,Senior,Shared,12,Ineligible
286,458517,533647,362133,415092,North America,VP,15,31,Neutral,Retail,VP,Senior,Shared,38,Ineligible
287,73354,74595,22838,21273,North America,Analyst,1,0,Neutral,Retail,Junior,Junior,Cubicle,24,Ineligible
288,164521,179232,82710,93543,North America,Associate,5,5,Positive,Pharma,Junior,Junior,Cubicle,30,Ineligible
289,380810,446310,292937,367136,North America,VP,9,26,Positive,Aerospace,VP,Senior,Shared,40,Ineligible
291,2966250,3614715,8989948,10993754,North America,MD,19,311,Positive,CPG,Executive,Senior,Corner,29,Ineligible
292,405479,448788,336220,365171,North America,VP,10,28,Positive,Automotive,VP,Senior,Shared,37,Ineligible
294,84913,89877,25656,28913,North America,Analyst,3,0,Neutral,Law,Junior,Junior,Cubicle,16,Ineligible
296,82700,83963,25271,25739,North America,Analyst,3,0,Neutral,Pharma,Junior,Junior,Cubicle,13,Ineligible
303,451944,492387,355763,401521,North America,VP,13,31,Positive,Retail,VP,Senior,Shared,27,Ineligible
304,131068,140801,67080,70830,North America,Associate,6,2,Neutral,Real Estate,Junior,Junior,Cubicle,1,Ineligible
308,121790,132225,64615,68817,North America,Associate,4,3,Neutral,Pharma,Junior,Junior,Cubicle,12,Ineligible
311,434598,449822,337622,362336,North America,VP,12,31,Neutral,CPG,VP,Senior,Shared,24,Ineligible
313,88237,95544,30678,27979,North America,Analyst,2,0,Positive,Aerospace,Junior,Junior,Cubicle,13,Ineligible
315,403649,480602,317807,370855,North America,VP,13,27,Neutral,Aerospace,VP,Senior,Shared,4,Ineligible
316,422177,531032,309402,429942,North America,VP,10,31,Neutral,Retail,VP,Senior,Shared,30,Ineligible
317,83822,84587,30486,23663,North America,Analyst,3,0,Neutral,Tech,Junior,Junior,Cubicle,28,Ineligible
318,80577,83269,23671,23288,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,6,Ineligible
319,98417,95204,25995,26711,North America,Analyst,3,0,Positive,CPG,Junior,Junior,Cubicle,26,Ineligible
328,3229367,4332199,9533083,12922274,North America,MD,22,341,Neutral,Media,Executive,Senior,Corner,4,Eligible
339,97131,103615,25229,30455,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,25,Ineligible
340,133505,149952,66334,66224,North America,Associate,4,2,Positive,Retail,Junior,Junior,Cubicle,11,Ineligible
342,3071366,3852336,9181659,11585624,North America,MD,22,321,Positive,Tech,Executive,Senior,Corner,46,Eligible
344,65366,70720,16920,22230,North America,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,3,Ineligible
349,83570,88102,25724,24830,North America,Analyst,1,0,Positive,CPG,Junior,Junior,Cubicle,30,Ineligible
351,128007,135167,62271,69387,North America,Associate,5,1,Positive,CPG,Junior,Junior,Cubicle,41,Ineligible
352,93085,89968,24183,27502,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,5,Ineligible
355,78723,85784,23621,27536,North America,Analyst,3,0,Neutral,Real Estate,Junior,Junior,Cubicle,20,Ineligible
360,150788,166582,74873,84857,North America,Associate,6,3,Positive,Media,Junior,Junior,Cubicle,36,Ineligible
366,145225,149442,76238,75114,North America,Associate,4,4,Positive,Aerospace,Junior,Junior,Cubicle,44,Ineligible
370,86055,90061,26624,29939,North America,Analyst,1,0,Positive,Pharma,Junior,Junior,Cubicle,46,Ineligible
371,462452,523183,369516,412246,North America,VP,14,31,Positive,Automotive,VP,Senior,Shared,11,Ineligible
378,158836,184278,83436,101894,North America,Associate,7,4,Neutral,Tech,Junior,Junior,Cubicle,14,Ineligible
380,98490,101508,26769,34872,North America,Analyst,3,0,Positive,Law,Junior,Junior,Cubicle,37,Ineligible
383,73362,75599,18436,24479,North America,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,20,Ineligible
388,419519,476606,334522,382045,North America,VP,16,26,Neutral,Real Estate,VP,Senior,Shared,44,Ineligible
395,78060,84055,25056,24562,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,26,Ineligible
401,76047,79443,21500,27177,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,41,Ineligible
402,74907,74141,23342,21422,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,8,Ineligible
409,89789,96134,23138,27875,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,38,Ineligible
413,76011,77408,24765,23924,North America,Analyst,1,0,Neutral,Retail,Junior,Junior,Cubicle,7,Ineligible
415,151790,158694,70114,81376,North America,Associate,5,3,Positive,CPG,Junior,Junior,Cubicle,6,Ineligible
418,73409,77762,22949,22205,North America,Analyst,1,0,Neutral,Industrials,Junior,Junior,Cubicle,36,Ineligible
423,122551,139371,63802,68866,North America,Associate,3,3,Neutral,Law,Junior,Junior,Cubicle,31,Ineligible
424,96449,95335,31069,29166,North America,Analyst,3,0,Positive,Industrials,Junior,Junior,Cubicle,12,Ineligible
425,87007,93008,27217,27149,North America,Analyst,3,0,Neutral,CPG,Junior,Junior,Cubicle,5,Ineligible
427,447558,534728,367461,412266,North America,VP,11,33,Neutral,Industrials,VP,Senior,Shared,16,Ineligible
432,79623,90986,21775,35452,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,31,Ineligible
436,81788,83743,26918,26694,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,43,Ineligible
439,86642,82865,27990,26234,North America,Analyst,1,0,Positive,Industrials,Junior,Junior,Cubicle,21,Ineligible
440,71718,73375,19502,20237,North America,Analyst,1,0,Negative,Retail,Junior,Junior,Cubicle,26,Ineligible
441,93613,98448,26572,27064,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,3,Ineligible
443,73489,80580,26789,26249,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,38,Ineligible
445,82055,82053,27576,23513,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,15,Ineligible
450,162557,188038,88344,94642,North America,Associate,7,3,Positive,Law,Junior,Junior,Cubicle,8,Ineligible
454,83469,81034,28741,23175,North America,Analyst,3,0,Neutral,Law,Junior,Junior,Cubicle,35,Ineligible
456,80199,85765,25039,30035,North America,Analyst,1,0,Positive,CPG,Junior,Junior,Cubicle,39,Ineligible
457,91102,93306,25684,26568,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,34,Ineligible
460,460856,489053,359482,403464,North America,VP,14,31,Positive,CPG,VP,Senior,Shared,14,Ineligible
461,121076,127436,64102,66709,North America,Associate,4,3,Neutral,Pharma,Junior,Junior,Cubicle,24,Ineligible
477,70174,75231,14267,24977,North America,Analyst,2,0,Neutral,Real Estate,Junior,Junior,Cubicle,45,Ineligible
478,77085,81037,21497,29032,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,17,Ineligible
491,86370,88910,28350,28553,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,43,Ineligible
497,147162,163847,69320,89557,North America,Associate,5,4,Positive,Tech,Junior,Junior,Cubicle,13,Ineligible
498,93148,101386,26193,32572,North America,Analyst,1,0,Positive,Industrials,Junior,Junior,Cubicle,6,Ineligible
501,131697,146340,61772,73012,North America,Associate,6,2,Neutral,Tech,Junior,Junior,Cubicle,35,Ineligible
507,70777,70489,19805,21149,North America,Analyst,1,0,Neutral,CPG,Junior,Junior,Cubicle,19,Ineligible
516,145175,164489,76417,81897,North America,Associate,5,3,Positive,Automotive,Junior,Junior,Cubicle,8,Ineligible
524,423396,467990,322672,379610,North America,VP,12,30,Neutral,Law,VP,Senior,Shared,27,Ineligible
526,149636,155663,60348,75562,North America,Associate,6,3,Positive,Law,Junior,Junior,Cubicle,41,Ineligible
530,117174,128334,54370,64087,North America,Associate,4,3,Negative,Law,Junior,Junior,Cubicle,17,Ineligible
540,85071,92741,28685,19573,North America,Analyst,1,0,Positive,Automotive,Junior,Junior,Cubicle,42,Ineligible
543,72617,74812,20705,23985,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,31,Ineligible
548,414079,438022,329639,333353,North America,VP,10,30,Neutral,Real Estate,VP,Senior,Shared,12,Ineligible
550,87145,89041,25193,23047,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,42,Ineligible
557,122874,130496,64659,63572,North America,Associate,4,2,Positive,Media,Junior,Junior,Cubicle,47,Ineligible
562,3153643,4091942,9411909,12319798,North America,MD,21,334,Neutral,CPG,Executive,Senior,Corner,13,Eligible
563,73814,78274,20827,26160,North America,Analyst,2,0,Neutral,Aerospace,Junior,Junior,Cubicle,14,Ineligible
566,3703442,4742283,10929165,14270969,North America,MD,21,396,Positive,Media,Executive,Senior,Corner,13,Eligible
572,3296152,4083407,9840115,12429367,North America,MD,21,349,Positive,Tech,Executive,Senior,Corner,39,Eligible
576,100722,108805,26250,32627,North America,Analyst,3,0,Positive,Industrials,Junior,Junior,Cubicle,45,Ineligible
581,91158,101836,27219,33018,North America,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,38,Ineligible
582,392501,426764,323608,359220,North America,VP,11,28,Negative,Media,VP,Senior,Shared,26,Ineligible
585,122626,126712,62744,66089,North America,Associate,5,2,Neutral,Law,Junior,Junior,Cubicle,45,Ineligible
586,71358,77929,22066,23069,North America,Analyst,2,0,Neutral,Tech,Junior,Junior,Cubicle,10,Ineligible
588,96340,99521,26462,26725,North America,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,21,Ineligible
599,143000,152938,68683,82726,North America,Associate,7,3,Neutral,Tech,Junior,Junior,Cubicle,47,Ineligible
601,90805,94364,24645,28562,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,21,Ineligible
609,460995,544061,390946,451805,North America,VP,16,29,Positive,Aerospace,VP,Senior,Shared,39,Ineligible
612,418177,478013,324732,392498,North America,VP,7,31,Positive,Law,VP,Senior,Shared,37,Ineligible
617,132947,143403,70433,70869,North America,Associate,4,3,Positive,Pharma,Junior,Junior,Cubicle,28,Ineligible
619,92257,96568,26251,26513,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,40,Ineligible
620,87834,92610,27036,28772,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,8,Ineligible
626,93806,105530,28211,31668,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,12,Ineligible
627,74639,75584,24179,25623,North America,Analyst,2,0,Negative,CPG,Junior,Junior,Cubicle,45,Ineligible
630,77285,80061,24218,26065,North America,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,40,Ineligible
637,77654,83180,23445,25123,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,20,Ineligible
640,453764,515252,361689,400386,North America,VP,10,35,Neutral,Industrials,VP,Senior,Shared,43,Ineligible
641,430769,483392,363344,376755,North America,VP,10,30,Positive,Aerospace,VP,Senior,Shared,45,Ineligible
645,61113,59430,15481,13871,North America,Analyst,1,0,Negative,Real Estate,Junior,Junior,Cubicle,32,Ineligible
647,96694,92489,32084,27541,North America,Analyst,3,0,Positive,Retail,Junior,Junior,Cubicle,11,Ineligible
648,141327,153150,73161,75061,North America,Associate,5,3,Positive,Real Estate,Junior,Junior,Cubicle,20,Ineligible
652,135830,154133,65671,72263,North America,Associate,4,3,Positive,Aerospace,Junior,Junior,Cubicle,22,Ineligible
658,84472,87376,21272,26914,North America,Analyst,3,0,Neutral,Automotive,Junior,Junior,Cubicle,25,Ineligible
659,87968,89662,25590,30785,North America,Analyst,2,0,Positive,Aerospace,Junior,Junior,Cubicle,8,Ineligible
664,82880,92030,31138,28508,North America,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,32,Ineligible
667,419708,446011,344676,356708,North America,VP,11,30,Neutral,Media,VP,Senior,Shared,15,Ineligible
670,137532,158373,65862,79981,North America,Associate,6,3,Neutral,Law,Junior,Junior,Cubicle,12,Ineligible
671,87190,92878,26175,32232,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,2,Ineligible
673,158791,166836,76145,75720,North America,Associate,5,4,Positive,Tech,Junior,Junior,Cubicle,37,Ineligible
676,81660,86672,25374,24228,North America,Analyst,2,0,Neutral,Law,Junior,Junior,Cubicle,47,Ineligible
685,95211,91932,27679,25516,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,25,Ineligible
687,88096,94496,27844,33346,North America,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,47,Ineligible
688,79500,88564,23419,25584,North America,Analyst,3,0,Neutral,CPG,Junior,Junior,Cubicle,25,Ineligible
689,124750,132962,61636,66259,North America,Associate,5,3,Negative,Law,Junior,Junior,Cubicle,17,Ineligible
691,107136,111798,27532,30704,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,34,Ineligible
692,135073,147177,68788,68866,North America,Associate,7,1,Positive,Retail,Junior,Junior,Cubicle,42,Ineligible
700,80199,84228,28144,25938,North America,Analyst,1,0,Neutral,Real Estate,Junior,Junior,Cubicle,39,Ineligible
702,96881,105294,29023,31436,North America,Analyst,3,0,Positive,Real Estate,Junior,Junior,Cubicle,16,Ineligible
706,87438,97170,24219,30018,North America,Analyst,3,0,Neutral,Industrials,Junior,Junior,Cubicle,23,Ineligible
707,442167,485185,353190,373115,North America,VP,11,33,Negative,Industrials,VP,Senior,Shared,22,Ineligible
712,90648,94371,26328,26853,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,29,Ineligible
713,123553,125732,68598,59217,North America,Associate,4,1,Positive,CPG,Junior,Junior,Cubicle,41,Ineligible
717,437293,493719,353538,405801,North America,VP,12,30,Positive,Aerospace,VP,Senior,Shared,38,Ineligible
729,124523,137721,60661,69030,North America,Associate,6,2,Negative,Automotive,Junior,Junior,Cubicle,25,Ineligible
742,67763,69126,21427,18357,North America,Analyst,1,0,Neutral,Tech,Junior,Junior,Cubicle,32,Ineligible
743,97208,105616,29405,38124,North America,Analyst,2,0,Positive,CPG,Junior,Junior,Cubicle,12,Ineligible
746,70415,75884,23087,23916,North America,Analyst,2,0,Neutral,Industrials,Junior,Junior,Cubicle,40,Ineligible
755,472292,566848,348800,458854,North America,VP,13,33,Positive,Aerospace,VP,Senior,Shared,35,Ineligible
759,78327,86081,24713,25539,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,26,Ineligible
762,91771,94300,28691,25912,North America,Analyst,2,0,Positive,Pharma,Junior,Junior,Cubicle,21,Ineligible
767,127515,129579,66207,63521,North America,Associate,3,4,Neutral,Tech,Junior,Junior,Cubicle,34,Ineligible
771,410476,441731,309542,359572,North America,VP,11,29,Neutral,Media,VP,Senior,Shared,25,Ineligible
781,77641,85294,26007,22511,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,26,Ineligible
784,81555,81932,22352,21686,North America,Analyst,2,0,Neutral,Aerospace,Junior,Junior,Cubicle,19,Ineligible
790,91537,98788,28111,28919,North America,Analyst,1,0,Positive,CPG,Junior,Junior,Cubicle,21,Ineligible
795,132368,152312,66565,75312,North America,Associate,6,3,Neutral,Real Estate,Junior,Junior,Cubicle,3,Ineligible
801,89435,96925,23823,33288,North America,Analyst,3,0,Neutral,Retail,Junior,Junior,Cubicle,20,Ineligible
812,88502,96319,25441,29506,North America,Analyst,2,0,Positive,Law,Junior,Junior,Cubicle,5,Ineligible
816,464530,540617,383230,420238,North America,VP,13,33,Positive,Industrials,VP,Senior,Shared,1,Ineligible
819,393773,449162,276379,350375,North America,VP,12,26,Neutral,Automotive,VP,Senior,Shared,31,Ineligible
829,95721,109347,28384,32968,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,25,Ineligible
832,123517,125589,64806,60798,North America,Associate,5,2,Neutral,Retail,Junior,Junior,Cubicle,7,Ineligible
833,3240719,4179352,9786709,12574038,North America,MD,17,346,Neutral,Media,Executive,Senior,Corner,2,Ineligible
835,78583,73056,24735,19146,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,23,Ineligible
846,78271,82217,23292,25002,North America,Analyst,2,0,Neutral,Industrials,Junior,Junior,Cubicle,33,Ineligible
851,74130,74786,17538,23687,North America,Analyst,2,0,Neutral,Aerospace,Junior,Junior,Cubicle,8,Ineligible
852,74457,77880,24220,22092,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,15,Ineligible
853,171476,187544,80086,86638,North America,Associate,6,5,Positive,Law,Junior,Junior,Cubicle,10,Ineligible
857,90883,98281,29769,30106,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,21,Ineligible
862,136310,141006,66051,68495,North America,Associate,5,3,Neutral,Aerospace,Junior,Junior,Cubicle,41,Ineligible
865,74715,73300,18384,26525,North America,Analyst,2,0,Neutral,Retail,Junior,Junior,Cubicle,10,Ineligible
873,94238,97989,28543,25350,North America,Analyst,3,0,Positive,Aerospace,Junior,Junior,Cubicle,1,Ineligible
874,72288,85068,22328,27982,North America,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,45,Ineligible
883,466750,515942,375326,403811,North America,VP,12,35,Neutral,Law,VP,Senior,Shared,11,Ineligible
894,71329,73842,22601,23268,North America,Analyst,2,0,Neutral,Media,Junior,Junior,Cubicle,24,Ineligible
896,78453,77895,23280,20348,North America,Analyst,2,0,Neutral,Pharma,Junior,Junior,Cubicle,25,Ineligible
900,99353,105703,25827,28825,North America,Analyst,3,0,Positive,Tech,Junior,Junior,Cubicle,31,Ineligible
903,68613,69431,18774,17372,North America,Analyst,2,0,Neutral,Aerospace,Junior,Junior,Cubicle,33,Ineligible
904,132596,137702,68008,62621,North America,Associate,4,5,Negative,Pharma,Junior,Junior,Cubicle,37,Ineligible
909,3304671,4005954,9931552,12148666,North America,MD,19,351,Positive,Automotive,Executive,Senior,Corner,3,Ineligible
911,434017,489399,334256,392416,North America,VP,13,28,Positive,Media,VP,Senior,Shared,28,Ineligible
912,147505,152977,77325,73281,North America,Associate,6,4,Neutral,Retail,Junior,Junior,Cubicle,23,Ineligible
915,95891,107019,30693,33670,North America,Analyst,2,0,Positive,Media,Junior,Junior,Cubicle,16,Ineligible
917,91737,88528,31014,23675,North America,Analyst,2,0,Positive,Tech,Junior,Junior,Cubicle,12,Ineligible
926,77632,86179,26728,30976,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,16,Ineligible
931,481128,507199,375232,410073,North America,VP,12,35,Positive,Law,VP,Senior,Shared,15,Ineligible
933,401630,490686,341620,406381,North America,VP,14,26,Neutral,Industrials,VP,Senior,Shared,5,Ineligible
941,3290840,4172789,9844119,12464310,North America,MD,19,351,Neutral,Real Estate,Executive,Senior,Corner,46,Ineligible
945,79544,84992,19960,21601,North America,Analyst,2,0,Neutral,Automotive,Junior,Junior,Cubicle,40,Ineligible
946,439404,482312,336874,384239,North America,VP,13,29,Positive,Media,VP,Senior,Shared,10,Ineligible
947,94028,94072,33456,23583,North America,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,23,Ineligible
951,457341,501486,362729,384464,North America,VP,13,31,Positive,Industrials,VP,Senior,Shared,38,Ineligible
952,86907,96101,26978,22071,North America,Analyst,3,0,Neutral,CPG,Junior,Junior,Cubicle,32,Ineligible
953,3306991,4197932,9756951,12559352,North America,MD,18,353,Neutral,Law,Executive,Senior,Corner,29,Ineligible
958,154166,153996,82739,80680,North America,Associate,6,3,Positive,CPG,Junior,Junior,Cubicle,27,Ineligible
965,75615,78394,24386,23686,North America,Analyst,2,0,Neutral,CPG,Junior,Junior,Cubicle,13,Ineligible
968,427845,487682,329583,381522,North America,VP,13,28,Positive,Pharma,VP,Senior,Shared,30,Ineligible
970,95810,104137,31525,34450,North America,Analyst,2,0,Positive,Industrials,Junior,Junior,Cubicle,3,Ineligible
974,100063,108353,24059,34148,North America,Analyst,2,0,Positive,Real Estate,Junior,Junior,Cubicle,27,Ineligible
976,89068,99499,25342,31999,North America,Analyst,2,0,Positive,Automotive,Junior,Junior,Cubicle,22,Ineligible
991,410112,415360,331189,326833,North America,VP,13,28,Neutral,Aerospace,VP,Senior,Shared,39,Ineligible
